"updateID","updateDate","verNumber","rawFile","parentBoxFolder","sourceCode","updaterInitials","updateMetadata"
"FISH_INFO_metadataID_add.20201120","11/20/2020","4.0.0","FISH_INFO.20201120.csv","GitHubIssues_Fix","FISH_YOY_gh70.R","KG","Added a metadataID column by extracting the metadataID portion of the sampleID. Note that for the fish tables, therefore, we aren't differentiating between sampling metadata vs. data metadata. All rows affected."
"FISH_SAMPLES_YOYSurv.fix.20201106","11/20/2020","4.0.0","FISH_SAMPLES.20201120.csv","GitHubIssues_Fix","FISH_YOY_gh70.R","KG","Metadata portion of the sampleID for fish_yoy samples had been 'YOYSurv.20160620'--changed to 'YOYSurv.20162017' to match sampleID's in FISH_YOY table. Now FISH_YOY joins to FISH_SAMPLES by `sampleID`. Also removed _ from fish_yoy siteNames's, so that siteID's will only have one _ total. 4411 sampleID's in FISH_SAMPLES affected."
"FISH_YOY_YOYSurv.fix.20201106","11/20/2020","4.0.0","FISH_YOY.20201120.csv","GitHubIssues_Fix","FISH_YOY_gh70.R","KG","Removed _ from fish_yoy siteNames's, so that siteID's will only have one _ total. Also added metadataID column by extracting the metadataID portion of the sampleID. See note in the FISH_INFO_metadataID_add.20201120 row about keeping the same metadata for samples vs. data. All rows affected (55792)."
NA,"11/20/2020","4.0.0","METADATA.20201120.csv","GitHubIssues_Fix","FISH_YOY_gh70.R","KG","There were two rows in METADATA corresponding to the metadataID 'YOYSurv.20162017'. One of them had a description in the `metadata` field and the other didn't; they were otherwise identical. Removed the row without a description. Down to 128 rows from 129."
"SITES_YOYSurv.fix.20201106","11/20/2020","4.0.0","SITES.20201120.csv","GitHubIssues_Fix","FISH_YOY_gh70.R","KG","Removed _ from fish_yoy siteNames's, so that siteID's will only have one _ total. 764 rows affected."
"waterChemCreate.20201120","11/20/2020","4.0.0","WATER_CHEM.20201120.csv","GitHubIssues_Fix","WATER_CHEM_create_gh9.R","KG","Compiled nutrients from NUTRIENTS, POC, and DOC into WATER_CHEM (though I've given the DOC rows a different updateID). Converted POC, PON, and DOC values from mg/L to ug/L for consistency of units. DOC data has been QC'ed according to new script--see the docAveragingQC.20201113 row for more details. Total of 19744 rows."
"docAveragingQC.20201113","11/20/2020","4.0.0","WATER_CHEM.20201120.csv","GitHubIssues_Fix","DOC_QA_QC.R","KG","Decided to add DOC data to new WATER_CHEM data as averages, not individual replicates (previous DOC table had had one row per replicate; WATER_CHEM now has one row per sampleID per nutrient). Developed a QC workflow that takes in new data, checks each pair for whether the replicates are far apart, averages the replicates, compares the averaged result to +/- 2sd bounds based on previous data from the same lakeID*siteName*depthClass combination (if at least 10 previous averages exist), and flags the data according to the results of these checks. The results of that process are recorded in the `QCcode` column. Past data were QC'ed iteratively, starting with 2010 and then QC'ing each year in relation to the cumulative results of the previous years. The QC functions are in the script 'DOC_QA_QC_funs.R': after a few more edits, this will become a tool to use for future DOC QC as well. The workflow for QCing the past data (which goes into WATER_CHEM for the present update) is in 'DOC_QA_QC.R', along with some checks to make sure things worked out ok. A translation of the QCcode column ('DOC_QCcodes.pdf') is in the 'Metadata Files/General or Secondary Metadata' folder."
"BLGdataFI.20201112","11/25/2020","4.1.0","FISH_INFO.20201125.csv","GitHubIssues_Fix","chelseaDataEnter_FISH_INFO_cleanup_gh92_gh29_gh93.R","KG","Added a few fish from Chelsea's raw data to FISH_INFO that weren't already in there. Fixed dragdown errors in the metadataID's for several of Chelsea's samples. Total of 41 rows affected, including 8 rows added, bringing total rows from 73600 to 73608."
"BLGdataMorpho.20201112","11/25/2020","4.1.0","FISH_MORPHOMETRICS.20201125.csv","GitHubIssues_Fix","chelseaDataEnter_FISH_INFO_cleanup_gh92_gh29_gh93.R","KG","Added Chelsea's morphometrics/meristics data to the database. New table with 32784 rows."
NA,"11/25/2020","4.1.0","FISH_SAMPLES.20201125.csv","GitHubIssues_Fix","addLakeID_gh94.R","KG","Added lakeID column"
NA,"11/25/2020","4.1.0","SED_TRAP_SAMPLES.20201125.csv","GitHubIssues_Fix","addLakeID_gh94.R","KG","Added lakeID column"
NA,"11/25/2020","4.1.0","BENTHIC_INVERT_SAMPLES.20201125.csv","GitHubIssues_Fix","addLakeID_gh94.R","KG","Added lakeID column"
NA,"11/25/2020","4.1.0","SAMPLES.20201125.csv","GitHubIssues_Fix","addLakeID_gh94.R","KG","Added lakeID column"
NA,"11/25/2020","4.1.0","WATER_CHEM.20201125.csv","GitHubIssues_Fix","addLakeID_gh94.R","KG","Added lakeID and dateSample columns"
"fishIDs_fix.20200615","11/25/2020","4.1.0","FISH_INFO.20201125.csv","GitHubIssues_Fix","chelseaDataEnter_FISH_INFO_cleanup_gh92_gh29_gh93.R","KG","Fixed rows that had duplicate fishID's. Removed some rows that were full duplicates (24), and fixed others that had duplicate fishID's but were actually differen't fish, by looking back at paper data sheets."
"lakeID.fix.20201208","12/15/2020","4.2.0","See parent folder","summer2020/Misc fixes/output","lakeIDCWfix.R","RN","lakeID 'CW' to 'CY' in tables: CHLOROPHYLL, COLOR, SAMPLES, SITES, WATER_CHEM. LakeID 'CW' couldn't be identified by Chris, Stuart, or Kaija, so it's assumed to be 'CY' and was removed from LAKES in a previous update. This fix removes 'CW' from all related tables and replaces it with 'CY'."
"lakeIDs.2020.20201209","12/15/2020","4.2.0","LAKES.20201214.csv","summer2020/update1","writingUpdatingDBtables_20201207.R","RN","1 lakeID (JO Jones Lake) added for a total of 173 lakes."
"siteFishInfo.20201124","12/15/2020","4.2.0","SITES.20201214.csv","summer2020/update1","writingUpdatingDBtables_20201207.R","RN","Added 10 new sites from 2019 and 2020 (four WholeShoreline and 6 JO_FN#) for a total of 2170. Other changes to SITES included in updateID fish.fix.20201211 included changing siteName spelling. See updateID."
"sampleFishInfo.20201124","12/15/2020","4.2.0","FISH_SAMPLES.20201214.csv","summer2020/update1","writingUpdatingDBtables_20201207.R","RN","1331 new fish samples added from 2019 and 2020 for a total of 13564. Removed and replaced 550 samples from 2019 that RN entered as part of updateID sampleFishInfo.2019.20200529 (19 were changed to fish.fix.20201211). These 550 were added when RN tried to update with 2019 fish but many were left out on accident. Rather than filling in the gaps, this updateID removed all data from 2019 and completely replaced it."
"tableFishInfo.20201124","12/15/2020","4.2.0","FISH_INFO.20201214.csv","summer2020/update1","writingUpdatingDBtables_20201207.R","RN","12439 new fish added from 2019 and 2020 to 70231 fish that existed through 2018. Fish from the updateID sampleFishInfo.2019.20200529 were removed and replaced rather than figuring out which fish were successfully updated and which weren't. "
"fish.fix.20201211","12/15/2020","4.2.0","samples.fish.fix.20201211.csv","summer2020/update1","writingUpdatingDBtables_20201207.R","RN","Fixed problems the following tables: SITES, FISH_SAMPLES.  SITES: 21 siteNames in SITES converted from 'wholeShoreline' to 'WholeShoreline'. This caused 6 duplicates, which were removed (e.g. there was a AQ_wholeShoreline and AQ_WholeShoreline, so only one was kept). FISH_SAMPLES: fixed 5 sampleIDs missing an '_' between the siteName and date, fixed 1 sampleID and dateSample with year '2107' instead of '2017), changed the updateID, sampleID, and metadataID where 'hyperstability.20180604' to 'hyperstability.20180521' because 0604 doesn't exist and Colin couldn't find it, corrected 2 sampleIDs from 'SR _...' to 'SR_...', corrected a dragdown issue in updateID blgMorphologyDOC.20180626 that removed 2 duplicate sampleIDs. FISH_INFO: '2107' and 'hyperstability.20180604' fixes in 22 rows."
"DOCQC.20201204","12/15/2020","4.2.0","WATER_CHEM.20201214.csv","summer2020/update1","writingUpdatingDBtables_20201207.R","RN","3075 rows added for a total of 19967. Removed and replaced 2852 existing DOC rows from WATER_CHEM and replaced them with final QC'd data. 34 pre-2020 DOC rows added when more than 2 replicates existed. Added 189 QC'd 2020 data. "
"chlProjectIDDragdownFix.20201204","12/15/2020","4.2.0","CHLOROPHYLL.20201214.csv","summer2020/update1","writingUpdatingDBtables_20201207.R","RN","2 project IDs changed in CHLOROPHYLL after drag down error fixed for PE_DeepHole_20160714_1000_Hypo_8_Limno.Sample.20160505"
"metadata_2020.20201209","12/15/2020","4.2.0","METADATA.20201214.csv","summer2020/update1","writingUpdatingDBtables_20201207.R","RN","1 new metadataID added (JonesLakeExperiment.20200607) for Camille Mosley's Jones Lake Experiment. Removed 6 duplicate rows generated in metadataFix.2020."
"fish.fix.20210105","1/5/2020","4.2.1","samples.fish.fix.202001051.csv","summer2020/update2","writingUpdatingDBtables_20200105.R","RN","Quick fix: updateID fish.fix.20201211 in db version 4.2.0 turned all non-new updateIDs in FISH_SAMPLES to 'NA'. This update grabbed the old updateIDs and added them back in. Changed this updateID to todays date to register fix for 4.2.1."
"units_20201125","1/5/2020","4.2.1","units.20200105","summer2020/update2","writingUpdatingDBtables_20200105.R","RN","Quick fix: some updateIDs accidentally changed to 'NA' and fixed here, 74 total. KG forgot to add an updateID for units updates in script meta_4.1.0. RN is adding updateID retroactively in fix version 4.2.1. Additionally, RN left out the updateID 'units_20201012' during 3.5.1 update, so those are being added in this update too, just under their original update name (units_20201012)."
NA,"1/12/2021","4.3.0","BACTERIAL_PRODUCTION_PELAGIC.20210112.csv","GitHubIssues_Fix","bppNameFix_gh110.R","KG","Corrected capitalization of one column name to fit database conventions. Note that the capitalization was already correct in UNITS, so no change was made to that table."
"creelBoatFix.20201224","12/24/2020","4.3.0","CREEL_BOATS.20201224.csv","GitHubIssues_Fix","creelFixes_gh103_gh105_gh106.R","KG","Renumbered boatID's to fix two that were duplicates of each other (but not with duplicate data). One row affected."
"creelTrailerFix.20201224","12/24/2020","4.3.0","CREEL_TRAILERS.20201224.csv","GitHubIssues_Fix","creelFixes_gh103_gh105_gh106.R","KG","Fixed 128 rows that erroneously just had the trailerCountID in the trailerID column--fixed by pasting on the trailerNum."
"creelInterviewFix.20201224","12/24/2020","4.3.0","CREEL_INTERVIEW.20201224.csv","GitHubIssues_Fix","creelFixes_gh103_gh105_gh106.R","KG","Fixed two creelID's with mistakes in them."
"creelSamplesFix.20201224","12/24/2020","4.3.0","CREEL_SAMPLES.20201224.csv","GitHubIssues_Fix","creelFixes_gh103_gh105_gh106.R","KG","Updated sampleID's to reflect changes made in creelInterviewFix.20201224."
"fiDateTimesFix.2020","1/12/2021","4.3.0","FISH_INFO.20210112.csv","GitHubIssues_Fix","FISH_SAMPLES_minnowtrap_deploytimes_gh60.R","KG","Propagated sampleID changes from fsDateTimesFix.2020 into FISH_INFO. 108 rows from 3 sampleID's affected."
"fsDateTimesFix.2020","1/12/2021","4.3.0","FISH_SAMPLES.20210112.csv","GitHubIssues_Fix","FISH_SAMPLES_minnowtrap_deploytimes_gh60.R","KG","Fixed a whole bunch of time and date discrepancies in FISH_SAMPLES after checking rows against data sheets or taking best guesses. Made changes to date and dateTime columns, as well as (for 26 sampleID's) to the sampleID's themselves. Total of 135 sampleID's affected. Removed one row (13564 -> 13563) to avoid duplicating a sampleID by fixing a time error."
"BugData.2019.2020","12/24/2020","4.3.0","BENTHIC_INVERTS.20201224.csv","GitHubIssues_Fix","BENTHIC_INVERTSprocessing2020_gh90.R","KG","Added 2019 and 2020 bug data to the database. 3680 rows added."
"BugSamples.2019.2020","12/24/2020","4.3.0","BENTHIC_INVERT_SAMPLES.20201224.csv","GitHubIssues_Fix","BENTHIC_INVERTSprocessing2020_gh90.R","KG","Added 2019 and 2020 bug data to the database. 264 rows added."
"OTUBugData.2019.2020","12/24/2020","4.3.0","OTU_20201224.csv","GitHubIssues_Fix","BENTHIC_INVERTSprocessing2020_gh90.R","KG","Added new OTU rows for 2019/2020 bugs added to the database in this update. 7 rows added."
"zoopLengthsMetadataFix.20210112","1/12/2021","4.3.0","ZOOPS_LENGTHS.20210112.csv","GitHubIssues_Fix","zoopCounts_metadataIDx_gh71_gh116.R","KG","Removed 2314 rows associated with the ZoopCounts.20110517 metadataID, and corrected one mis-formatted projectID. Total of 39209 rows (down from the 41523 count associated with longZoops_2020.20201123 in this same update)."
NA,"1/12/2021","4.3.0","METADATA.20210121.csv","GitHubIssues_Fix","meta_4.3.0.R","KG","Removed ZoopCounts.20110517 metadataID after removing associated samples in ZOOPS_LENGTHS (zoopLengthsMetadataFix.20210112). Row count is now 122."
"longZoops_2020.20201123","1/12/2021","4.3.0","tableZOOPS_ABUND_BIOMASS.20201123.csv","summer2020","zoop_AbunBiomass_calcScript_20201117.R","RN","Added 2020 Long Lake zoops (110 rows) for a total of 2762 rows."
"longZoops_2020.20201123","1/12/2021","4.3.0","tableZOOPS_LENGTHS.20201123.csv","summer2020","zoop_AbunBiomass_calcScript_20201117.R","RN","Added 2020 Long Lake zoops (1960 rows) for a total of 41523 rows."
"longZoops_2020.20201123","1/12/2021","4.3.0","tableZOOPS_SUBSAMPLE.20201123.csv","summer2020","zoop_AbunBiomass_calcScript_20201117.R","RN","Added 2020 Long Lake zoops (22 rows) for a total of 1049."
"longZoops_2020.20201123","1/12/2021","4.3.0","samplesZoops_20201123.csv","summer2020","zoop_AbunBiomass_calcScript_20201117.R","RN","Added 2020 Long Lake zoop samples (n=22). Does not include monitoring lakes"
"units.20210112","1/12/2021","4.3.0","UNITS.20210112.csv","GitHubIssues_Fix","meta_4.3.0.R","KG","Removed `notes` from BENTHIC_INVERTS. Added description for effortUnits in CREEL_SAMPLES. Total of 1080 rows."
"FI_clipsFix.20210217","2/17/2021","4.4.0","FISH_INFO.20210217.csv","GitHubIssues_Fix","FISH_INFO_clipApply_fix_gh22_gh104_gh114.R","KG","Changed clipApply and clipRecapture codes for 3190 rows to standardize spelling and capitalization. Codes are now AF, LC, LP, LV, RV, and UC, plus `1` for cases where the fin was not recorded or data sheets could not be located."
"FISH_SAMPLES_crewFix.20210217","2/17/2021","4.4.0","FISH_SAMPLES.20210217.csv","GitHubIssues_Fix","FISH_INFO_clipApply_fix_gh22_gh104_gh114.R","KG","Fixed crew for one fish sample: while checking a datasheet for one of the fish clip questions, Colin found a mistake in the crew members for one sample."
"FI_unenteredDataSheet.20210217","2/17/2021","4.4.0","FISH_INFO.20210217.csv","GitHubIssues_Fix","FISH_INFO_clipApply_fix_gh22_gh104_gh114.R","KG","Added info for 16 fish found on a data sheet that Alex forgot to enter a while ago (16 rows addd)."
"FS_unenteredDataSheet.20210217","2/17/2021","4.4.0","FISH_SAMPLES.20210217.csv","GitHubIssues_Fix","FISH_INFO_clipApply_fix_gh22_gh104_gh114.R","KG","Added info for one fish sample found on a data sheet that Alex forgot to enter a while ago (1 row added: from 13563 to 13564)"
"cts_metadataID.20210217","2/17/2021","4.4.0","CREEL_TRAILER_SAMPLES.20210217.csv","GitHubIssues_Fix","creelTablesMetadataIDs_gh112.R","KG","Fixed one sampleID that had the wrong metadataID portion."
NA,"2/17/2021","4.4.0","CREEL_BOAT_SAMPLES.20210217.csv","GitHubIssues_Fix","creelTablesMetadataIDs_gh112.R","KG","Added metadataID column based on the metadataID portion of the sampleID, for consistency with other database tables. Checked that the metadataID's all already exist in the METADATA table (they do). All rows of these tables affected, so didn't create an updateID."
NA,"2/17/2021","4.4.0","CREEL_BOATS.20210217.csv","GitHubIssues_Fix","creelTablesMetadataIDs_gh112.R","KG","Added metadataID column based on the metadataID portion of the sampleID, for consistency with other database tables. Checked that the metadataID's all already exist in the METADATA table (they do). All rows of these tables affected, so didn't create an updateID."
NA,"2/17/2021","4.4.0","CREEL_TRAILER_SAMPLES.20210217.csv","GitHubIssues_Fix","creelTablesMetadataIDs_gh112.R","KG","Added metadataID column based on the metadataID portion of the sampleID, for consistency with other database tables. Checked that the metadataID's all already exist in the METADATA table (they do). All rows of these tables affected, so didn't create an updateID."
NA,"2/17/2021","4.4.0","CREEL_TRAILERS.20210217.csv","GitHubIssues_Fix","creelTablesMetadataIDs_gh112.R","KG","Added metadataID column based on the metadataID portion of the sampleID, for consistency with other database tables. Checked that the metadataID's all already exist in the METADATA table (they do). All rows of these tables affected, so didn't create an updateID."
NA,"2/17/2021","4.4.0","CREEL_FISH.20210217.csv","GitHubIssues_Fix","creelTablesMetadataIDs_gh112.R","KG","Added metadataID column based on the metadataID portion of the sampleID, for consistency with other database tables. Checked that the metadataID's all already exist in the METADATA table (they do). All rows of these tables affected, so didn't create an updateID."
NA,"2/17/2021","4.4.0","CREEL_INTERVIEW.20210217.csv","GitHubIssues_Fix","creelTablesMetadataIDs_gh112.R","KG","Added metadataID column based on the metadataID portion of the sampleID, for consistency with other database tables. Checked that the metadataID's all already exist in the METADATA table (they do). All rows of these tables affected, so didn't create an updateID."
NA,"2/17/2021","4.4.0","CREEL_INFO.20210217.csv","GitHubIssues_Fix","creelTablesMetadataIDs_gh112.R","KG","Added metadataID column based on the metadataID portion of the sampleID, for consistency with other database tables. Checked that the metadataID's all already exist in the METADATA table (they do). All rows of these tables affected, so didn't create an updateID."
"cinfDoubleQuotesFix.20210217","2/17/2021","4.4.0","CREEL_INFO.20210217.csv","GitHubIssues_Fix","creelTablesMetadataIDs_gh112.R","KG","Replaced double quotes with single quotes in the 'notes' column for 26 rows. Note that in a few cases, where double quotes were used to mean 'inches', this might result in nonsensical notes."
"creelTablesMetadataIDs","2/17/2021","4.4.0","UNITS.20210217.csv","GitHubIssues_Fix","meta_4.4.0","KG","Added a row for the 'metadataID' column newly added to each of the creel tables (except for CREEL_SAMPLES, which already had one). Had to create an updateID specifically for the UNITS change because there's no associated updateID in the tables themselves."
"BIbenthicInvertsTaxonomyUpdate.2020","10/20/2020","3.5.3","BENTHIC_INVERTS.20201020_3.5.3.csv","GitHubIssues_Fix","controlled vocab for BENTHIC_INVERTS","KG","CTS created a comprehensive new taxonomy for BENTHIC_INVERTS. Implemented by KG. Notably, added a `pupa` column, and replaced `subclass` with `supergroup`, to be used only when we don't have any lower taxonomic classifications available. `taxa` has been renamed to `otu` so that it more clearly joins to the OTU table."
"OTUbenthicInvertsTaxonomyUpdate.2020","10/20/2020","3.5.3","OTU.20201020_3.5.3.csv","GitHubIssues_Fix","controlled vocab for BENTHIC_INVERTS","KG","Corresponding taxonomy update for OTU. Renamed `subclass` to `supergroup`. Added a bunch of rows for taxa that now exist in BENTHIC_INVERTS."
"bppPK.20210217","2/17/2021","4.4.0","BACTERIAL_PRODUCTION_PELAGIC.20210217.csv","GitHubIssues_Fix","primaryKeys_gh99.R","KG","Separated out 6 rows into an intercomparison experiment, stored in the Experiments folder on Box as BPPIntercomparison_summer2013.csv. Kept two of those rows, the SEJ runs. Down to 93 rows in BPP from 97."
"bisPK.20210217","2/17/2021","4.4.0","BENTHIC_INVERT_SAMPLES.20210217.csv","GitHubIssues_Fix","primaryKeys_gh99.R","KG","147 sampleID's had '19000100' as the date portion, but had valid dates in the 'dateSample' column. Fixed the date portion of these sampleIDs."
"bisPK.20210217","2/17/2021","4.4.0","BENTHIC_INVERTS.20210217.csv","GitHubIssues_Fix","primaryKeys_gh99.R","KG","Updated the sampleID's and invertID's for 1707 rows to fix the same '19000100' problem I fixed in BENTHIC_INVERT_SAMPLES, patching in the date from `dateSample`."
"chlPK.20210217","2/17/2021","4.4.0","CHLOROPHYLL.20210217.csv","GitHubIssues_Fix","primaryKeys_gh99.R","KG","Removed 14 rows from an intercomparison experiment, averaged each of two sets from the same sampleID, and returned the average rows to the CHLOROPHYLL table. Saved the raw data to the Experiments folder on Box. CHLOROPHYLL goes from 3913 rows to 3901. This allows us to designate a primary key (sampleID + replicate)"
"coPK.20210217","2/17/2021","4.4.0","COLOR.20210217.csv","GitHubIssues_Fix","primaryKeys_gh99.R","KG","Corrected one row that was assigned to the wrong site."
"csPK.20210217","2/17/2021","4.4.0","CREEL_SAMPLES.20210217.csv","GitHubIssues_Fix","primaryKeys_gh99.R","KG","Removed two accidental duplicate rows. Fixed the sampleID for one other row whose sampleID contained the wrong siteID (likely a dragdown error), and fixed the time portion of the sampleID for yet another sampleID. Total of 479 rows remaining (previously 481)."
NA,"2/17/2021","4.4.0","DRY_MASS_EQUATIONS.20210217.csv","GitHubIssuesFix","primaryKeys_gh99.R","KG","Removed one of the rows for oligochaeta to reduce down to one row per OTU. 97 rows down to 96. Note that this table needs some more extensive updates, but for now at least OTU is a unique key."
"fyPK.20210217","2/17/2021","4.4.0","FISH_YOY.20210217.csv","GitHubIssues.Fix","primaryKeys_gh99.R","KG","Re-numbered 281 fish that had duplicate numbers, after consulting with Jake Ziegler. Note: Ziegler says the numbering was a bit haphazard, and I noticed there are often breaks in the numbers, even after re-numbering. The highest fish number should not be taken as synonymous with how many fish were recorded in a given sampleID: count rows instead."
NA,"2/17/2021","4.4.0","ISOTOPE_RESULTS.20210217.csv","GitHubIssues.Fix","primaryKeys_gh99.R","KG","Added a `replicate` column to distinguish different replicates with the same isotopeID and batchID, as part of the process of creating a primary key. No rows added or removed, and no updateID used because the change affects the whole table."
"isotopeResultsReplicate.20210217","2/17/2021","4.4.0","UNITS.20210217.csv","GitHubIssues.Fix","meta_4.4.0","KG","Added a row for the new `replicate` column to UNITS."
NA,"2/17/2021","4.4.0","LAKE_BATHYMETRY.20210217.csv","GitHubIssues.Fix","primaryKeys_gh99.R","KG","Removed an erroneous/duplicate row for one of the depths in TF. Down to 221 rows from 222."
NA,"2/17/2021","4.4.0",NA,"GitHubIssues.Fix","primaryKeys_gh99.R","KG","Removed the LITERATURE_DATA table from the database, and saved it as a csv on Box instead."
"otuPK.20210217","2/17/2021","4.4.0","OTU.20210217.csv","GitHubIssues.Fix","primaryKeys_gh99.R","KG","Fixed some errant '<ca>' things in the taxon names, and removed one duplicate row for bezzia_or_palpomyia. Down to 318 rows from 319."
"rhPK.20210217","2/17/2021","4.4.0","RHODAMINE.20210217.csv","GitHubIssues.Fix","primaryKeys_gh99.R","KG","Averaged together four rows for each of two depths from one sampleID. Returned the averages to the data frame and saved the raw data in Experiments on Box. table now has 329 rows, down from 335."
NA,"2/17/2021","4.4.0","SED_TRAP_SAMPLES.20210217.csv","GitHubIssues.Fix","primaryKeys_gh99.R","KG","Removed 26 accidental full-duplicate rows, as well as one near-duplicate (removed row with less info). Total row count is down to 472 from 499."
NA,"2/17/2021","4.4.0","ZOOPS_LENGTHS.20210217.csv","GitHubIssues.Fix","primaryKeys_gh99.R","KG","Added a zoopID column (just the sampleID plus an incrementing integer) to use as a primary key. This is maybe a little silly because there's no way to go back to individual zooplankters, but we needed a primary key and it might make future edits to the table a little easier."
"zoopsLengthsAddZoopID.20210217","2/17/2021","4.4.0","ZOOPS_LENGTHS.20210217.csv","GitHubIssues.Fix","meta_4.4.0","KG","Added zoopID column to UNITS."
NA,"2/17/2021","4.4.0",NA,"GitHubIssues.Fix",NA,"KG","Removed the MOLECULAR_PROCESSED table from the database."
NA,"3/5/2021","4.5.0","FLIGHTS_SAMPLES.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Added columns that make up the sampleID: dateSample, dateTimeSample, gear, metadataID. Total of 11 columns."
"CS_timeFix.20210305","3/5/2021","4.5.0","CREEL_SAMPLES.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Fixed a time zone error that was affecting almost all rows. Trusted the times in the sampleID's and re-extracted the information to recreate the dateTimeSample column."
NA,"3/5/2021","4.5.0","CREEL_TRAILER_SAMPLES.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Added columns that make up the sampleID: lakeID, siteID, dateSample, dateTimeSample, gear. Total of 17 columns."
NA,"3/5/2021","4.5.0","CREEL_BOAT_SAMPLES.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Added columns that make up the sampleID: lakeID, siteID, dateSample, dateTimeSample, gear. Total of 11 columns."
"FS_sampleIDReconstruct","3/5/2021","4.5.0","FISH_SAMPLES.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Changed the metadataID in one row to make it match the sampleID. Number of rows stays constant at 13564."
"S_sampleIDReconstruct","3/5/2021","4.5.0","SAMPLES.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Fixes to sampleID's and other columns to make sure the sampleID's match their component parts. Total of 5940 rows in SAMPLES affected (see other UM rows for changes made to other tables). 5420 sampleID's were changed, so the remainder were changes made to the other columns to bring them into alignment with the sampleID column. Some of the changes: replaced __ with _[depthBottom]_ where it had been left out. Standardized depthClasses. Fixed metadataID's to match between sampleID and metadataID column, including using the correct 'sampling' metadataID in place of incorrect 'data' metadataID's. Fixed dragdown errors in metadataID's and elsewhere. Added a 0 to some times that were recorded with only three digits, e.g. change 830 to 0830. Fixed mismatches between dateTimeSample and the time in the sampleID, in most cases ruling in favor of the sampleID under the assumption that the dateTimeSample values had time zone problems."
"S_sampleIDReconstruct","3/5/2021","4.5.0","CHLOROPHYLL.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. Mostly depthClass updates. 2197 rows affected."
"S_sampleIDReconstruct","3/5/2021","4.5.0","WATER_CHEM.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. WC doesn't have a lot of the sampleID component columns, so although 13586 rows are affected by this change, most are either changes to the sampleID's themselves or (in a few cases) corrections to some mistakes in the lakeID column."
"S_sampleIDReconstruct","3/5/2021","4.5.0","MOLECULAR_SAMPLE.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Updated sampleID's from the SAMPLES lookup table. No changes to other columns needed, but did rename sampleDate to dateSample and sampleDateTime to dateTimeSample. Total of 79 row's affected by sampleID changes."
"S_sampleIDReconstruct","3/5/2021","4.5.0","LIPID_SAMPLES.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. Changed 'horiz tow' to 'horiz.tow' in depthClass. Total of 6 rows affected."
"S_sampleIDReconstruct","3/5/2021","4.5.0","ZOOPS_SUBSAMPLE.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. Changed depthBottom from 0 to NA in several rows where it was NA in SAMPLES. 83 rows affected."
"S_sampleIDReconstruct","3/5/2021","4.5.0","LIMNO_PROFILES.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. In this table, only 1 row had its sampleID changed; no changes in other cols."
"S_sampleIDReconstruct","3/5/2021","4.5.0","STAFF_GAUGES.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. Fixed a whole bunch of times and depthClasses. All 810 rows affected at least by the change of depthClass 'Staff' to 'staff', if not also by the time mismatch correction."
"S_sampleIDReconstruct","3/5/2021","4.5.0","PIEZOMETERS_LAKE.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. Changed a bunch of depthClasses to 'piez' from other things. All 821 rows affected."
"S_sampleIDReconstruct","3/5/2021","4.5.0","ZOOPS_ABUND_BIOMASS.20210305.csv","GitHubIssues.Fix","sampleIDsCheck_gh51.R","KG","Using the lookup table from SAMPLES, updated sampleID's and propagated the changes to the other columns, deferring to the info in the sampleID. Mostly depthBottom stuff in addition to the sampleID changes themselves. Total of 291 rows affected."
